mammal,threatened_status,body_size,plant_species,family,native_introduced,fleshy_dry,dehiscent_indehiscent,number_s_per_f,s_width,f_width,citation_number,citations
Nasua nasua,NT,S,Miconia albicans,Melastomataceae,N,F,I,20.44757709,1,5.8,3,Alves-Costa 2007
Nasua nasua,NT,S,Cecropia hololeuca,Urticaceae,N,F,I,NA,1,7.45,3,Alves-Costa 2007
Nasua nasua,NT,S,Cecropia glaziovi,Urticaceae,N,F,I,NA,1.1,NA,3,Alves-Costa 2007
Nasua nasua,NT,S,Ficus insipida,Moraceae,N,F,I,119.3548387,1.4,24.02061856,3,Alves-Costa 2007
Nasua nasua,NT,S,Maclura tinctoria,Moraceae,N,F,I,NA,1.9,31.65,3,Alves-Costa 2007
Nasua nasua,NT,S,Guettarda viburnoides,Rubiaceae,N,F,I,5,3.65,12,3,Alves-Costa 2007
Nasua nasua,NT,S,Senna macranthera,Fabaceae,N,D,D,NA,4.5,6.940909091,3,Alves-Costa 2007
Nasua nasua,NT,S,Styrax ferrugineus,Styracaceae,N,F,I,NA,4.9,7.2,3,Alves-Costa 2007
Nasua nasua,NT,S,Cryptocarya aschersoniana,Lauraceae,N,F,I,1,20,25,3,Alves-Costa 2007
Nasua nasua,NT,S,Guapira graciliflora,Nyctaginaceae,N,F,I,1,NA,4,3,Alves-Costa 2007
Nasua nasua,NT,S,Miconia trianaei,Melastomataceae,N,F,I,20,NA,NA,3,Alves-Costa 2007
Nasua nasua,NT,S,Amaioua guianensis,Rubiaceae,N,F,I,NA,NA,10,3,Alves-Costa 2007
Nasua nasua,NT,S,Vismia brasiliensis,Hypericaceae,N,F,I,NA,NA,10.1,3,Alves-Costa 2007
Nasua nasua,NT,S,Myrcia guajavaefolia,Myrtaceae,N,F,I,2,NA,NA,3,Alves-Costa 2007
Nasua nasua,NT,S,Ficus obtusifolia,Moraceae,N,F,I,690.0128205,0.9,24,3,Alves-Costa 2007
Nasua nasua,NT,S,Passiflora edulis,Passifloraceae,N,F,I,109.5,1.766666667,50.8,3,Alves-Costa 2007
Nasua nasua,NT,S,Miconia flammea,Melastomataceae,N,F,I,1.53125,1.85,3.23,3,Alves-Costa 2007
Nasua nasua,NT,S,Lithraea molleoides,Anacardiaceae,N,F,I,1,3.426666667,6.023166667,3,Alves-Costa 2007
Nasua nasua,NT,S,Cecropia pachystachya,Urticaceae,N,F,I,196.6,1.045866667,11.30980392,3,Alves-Costa 2007
Nasua nasua,NT,S,Guazuma ulmifolia,Sterculiaceae,N,D,D,48,1.5,17.83870968,3,Alves-Costa 2007
Nasua nasua,NT,S,Psidium guajava,Myrtaceae,N,F,I,166.5,6,11,3,Alves-Costa 2007
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,3,Alves-Costa 2007
Nasua nasua,NT,S,Casearia lasiophylla,Salicaceae,N,F,D,5,NA,NA,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Myrcia guajavaefolia,Myrtaceae,N,F,I,2,NA,NA,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Ficus obtusifolia,Moraceae,N,F,I,690.0128205,0.9,24,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Passiflora edulis,Passifloraceae,N,F,I,109.5,1.766666667,50.8,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Miconia flammea,Melastomataceae,N,F,I,1.53125,1.85,3.23,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Lithraea molleoides,Anacardiaceae,N,F,I,1,3.426666667,6.023166667,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Cecropia pachystachya,Urticaceae,N,F,I,196.6,1.045866667,11.30980392,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Guazuma mutamba,Sterculiaceae,N,D,D,48,1.5,17.83870968,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,4,Alves-Costa et al. 2004
Nasua nasua,NT,S,Vitex megapotamica,Lamiaceae,N,F,I,NA,5.93,15.87,5,Amaral 2007
Nasua nasua,NT,S,Matayba elaeagnoides,Sapindaceae,N,D,D,3,7,15,5,Amaral 2007
Nasua nasua,NT,S,Gomidesia affinis,Myrtaceae,N,F,I,1,NA,12.5,5,Amaral 2007
Nasua nasua,NT,S,Schinus terebinthifolius,Anacardiaceae,N,F,I,1.24,NA,3.791752577,5,Amaral 2007
Nasua nasua,NT,S,Lantana camara,Verbenaceae,N,F,I,1.75,NA,3.833333333,5,Amaral 2007
Nasua nasua,NT,S,Prunus brasiliensis,Rosaceae,N,F,I,NA,NA,NA,5,Amaral 2007
Nasua nasua,NT,S,Prunus sellowii,Rosaceae,N,F,I,NA,NA,6.246666667,5,Amaral 2007
Nasua nasua,NT,S,Restos vegetais,NA,NA,NA,NA,NA,NA,NA,5,Amaral 2007
Nasua nasua,NT,S,Guazuma ulmifolia,Sterculiaceae,N,D,D,48,1.5,17.83870968,6,Bianchi 2014
Nasua nasua,NT,S,Harrisia bonplandii,Cactaceae,N,F,D,749,1.8,42.5,6,Bianchi 2014
Nasua nasua,NT,S,Diospyros hispida,Ebenaceae,N,F,I,7.75,5.29,42.3,6,Bianchi 2014
Nasua nasua,NT,S,Protium heptaphyllum,Burseraceae,N,F,D,NA,6.4,15.4,6,Bianchi 2014
Nasua nasua,NT,S,Copernicia alba,Arecaceae,N,D,I,1,9.264705882,16.4,6,Bianchi 2014
Nasua nasua,NT,S,Allagoptera leucocalyx,Arecaceae,N,D,I,NA,NA,31.7,6,Bianchi 2014
Nasua nasua,NT,S,Annona dioica,Annonaceae,N,F,I,NA,NA,75.1,6,Bianchi 2014
Nasua nasua,NT,S,Byrsonima orbignyana,Malpighiaceae,N,F,I,NA,7,12.1,6,Bianchi 2014
Nasua nasua,NT,S,Vitex cymosa,Lamiaceae,N,F,I,1,8.453513514,16.53666667,6,Bianchi 2014
Nasua nasua,NT,S,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,6,Bianchi 2014
Nasua nasua,NT,S,Mouriri elliptica,Melastomataceae,N,F,I,3,11.88114754,27.31333333,6,Bianchi 2014
Nasua nasua,NT,S,Acrocomia aculeata,Arecaceae,N,D,I,1,23.8,30.06395349,6,Bianchi 2014
Nasua nasua,NT,S,Hancornia speciosa,Apocynaceae,N,F,I,3.971875,NA,29.8,6,Bianchi 2014
Nasua nasua,NT,S,Bromelia balansae,Bromeliaceae,N,F,I,23.40909091,NA,20,6,Bianchi 2014
Nasua nasua,NT,S,Acca sellowiana,Myrtaceae,N,F,I,30,1.380952381,31.4638009,7,Bogoni 2018
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,8,Costa 2004
Nasua nasua,NT,S,Guazuma ulmifolia,Sterculiaceae,N,D,D,48,1.5,17.83870968,9,Donatti 2011
Nasua nasua,NT,S,Byrsonima orbignyana,Malpighiaceae,N,F,I,NA,7,12.1,9,Donatti 2011
Nasua nasua,NT,S,Vitex cymosa,Lamiaceae,N,F,I,1,8.453513514,16.53666667,9,Donatti 2011
Nasua nasua,NT,S,Genipa americana,Rubiaceae,N,F,I,172.2857143,9.2,63.26388889,9,Donatti 2011
Nasua nasua,NT,S,Mouriri elliptica,Melastomataceae,N,F,I,3,11.88114754,27.31333333,9,Donatti 2011
Nasua nasua,NT,S,Acrocomia aculeata,Arecaceae,N,D,I,1,23.8,30.06395349,9,Donatti 2011
Nasua nasua,NT,S,Hancornia speciosa,Apocynaceae,N,F,I,3.971875,NA,29.8,9,Donatti 2011
Nasua nasua,NT,S,Psidium guajava,Myrtaceae,N,F,I,166.5,6,11,10,Ferreira 2013
Nasua nasua,NT,S,Eugenia cerasiflora,Myrtaceae,N,F,I,NA,17.16666667,NA,10,Ferreira 2013
Nasua nasua,NT,S,Lecythis pisonis,Lecythidaceae,N,D,D,22.61538462,25.82307692,152.5142857,10,Ferreira 2013
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,10,Ferreira 2013
Nasua nasua,NT,S,Euterpe edulis,Arecaceae,N,D,I,1,11,13.85185185,11,Galetti 2013
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,12,Hirsch 2009
Nasua nasua,NT,S,Hovenia dulcis,Rhamnaceae,I,F,I,3,3.225,5.572413793,13,Lima 2015
Nasua nasua,NT,S,Bromelia balansae,Bromeliaceae,N,F,I,23.40909091,NA,20,14,Paulino-Neto 2016
Nasua nasua,NT,S,Guazuma ulmifolia,Sterculiaceae,N,D,D,48,1.5,17.83870968,15,Pedrosa 2019
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,15,Pedrosa 2019
Nasua nasua,NT,S,Hymenaea courbaril,Fabaceae,N,F,I,4.428571429,17.85869565,49.43243243,15,Pedrosa 2019
Nasua nasua,NT,S,Araucaria angustifolia,Araucaria,N,D,I,84.62213115,14.89090909,150,16,Pereira 2007
Nasua nasua,NT,S,Citrus sinensis,Rutaceae,I,F,I,NA,4.7,68.05,17,Peris 2017
Nasua nasua,NT,S,Ficus enormis,Moraceae,N,F,I,NA,NA,13.51578947,18,Polettini 2018
Nasua nasua,NT,S,Cecropia pachystachya,Urticaceae,N,F,I,196.6,1.045866667,11.30980392,19,Rucco 2020
Nasua nasua,NT,S,Guazuma ulmifolia,Sterculiaceae,N,D,D,48,1.5,17.83870968,19,Rucco 2020
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,19,Rucco 2020
Nasua nasua,NT,S,Ficus benjamina,Moraceae,I,F,I,NA,0.410526316,14.55,19,Rucco 2020
Nasua nasua,NT,S,Ficus trigona,Moraceae,N,F,I,187.2727273,0.875,17.5,19,Rucco 2020
Nasua nasua,NT,S,Psychotria carthagenesis,Rubiaceae,N,F,I,2,3.523809524,5.761538462,19,Rucco 2020
Nasua nasua,NT,S,Syzygium cumini,Myrtaceae,I,F,I,3,7.05,17.30645161,19,Rucco 2020
Nasua nasua,NT,S,Unonopsis lindmanii,Annonaceae,N,F,I,3,8.55,9.227419355,19,Rucco 2020
Nasua nasua,NT,S,Nectandra cuspidata,Lauraceae,N,F,I,1,9.9,9.208571429,19,Rucco 2020
Nasua nasua,NT,S,Enterolobium contortisiliquum,Fabaceae,N,D,I,NA,17.4,39.1,19,Rucco 2020
Nasua nasua,NT,S,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,19,Rucco 2020
Nasua nasua,NT,S,Buchenavia tomentosa,Combretaceae,N,F,I,1,NA,17.18,19,Rucco 2020
Nasua nasua,NT,S,Ficus calyptroceras,Moraceae,N,F,I,545,NA,13.5,19,Rucco 2020
Nasua nasua,NT,S,Psidium guineensis,Myrtaceae,N,F,I,NA,NA,NA,19,Rucco 2020
Nasua nasua,NT,S,Morus nigra,Moraceae,I,F,I,NA,NA,NA,20,Santos 2006
Nasua nasua,NT,S,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,20,Santos 2006
Nasua nasua,NT,S,Hovenia dulcis,Rhamnaceae,I,F,I,3,3.225,5.572413793,20,Santos 2006
Nasua nasua,NT,S,Rauvolfia sellowii,Apocynaceae,N,F,I,NA,3.7,6.3,20,Santos 2006
Pecari tajacu,NT,L,Mauritia flexuosa,Arecaceae,N,F,I,1,36.66666667,36.42056075,1,Bodmer 1991
Pecari tajacu,NT,L,Jessenia bataua,Arecaceae,N,D,I,NA,NA,22.5,1,Bodmer 1991
Pecari tajacu,NT,L,Byrsonima orbignyana,Malpighiaceae,N,F,I,NA,7,12.1,2,Desbiez and Keuroghlian 2009
Pecari tajacu,NT,L,Vitex cymosa,Lamiaceae,N,F,I,1,8.453513514,16.53666667,2,Desbiez and Keuroghlian 2009
Pecari tajacu,NT,L,Annona dioica,Annonaceae,N,F,I,NA,NA,75.1,2,Desbiez and Keuroghlian 2009
Pecari tajacu,NT,L,Pereskia aculeata,Cactaceae,N,F,I,2.33333333,6,23.1,3,Keuroghlian 2008
Pecari tajacu,NT,L,Crepis tectorum,Asteraceae,I,D,I,1,NA,NA,4,Martinez 2017
Pecari tajacu,NT,L,Syagrus romanzoffiana,Arecaceae,N,F,I,1,NA,24.17821782,4,Martinez 2017
Pecari tajacu,NT,L,Opuntia cardiosperma,Cactaceae,N,F,I,NA,NA,NA,4,Martinez 2017
Sapajus apella,NT,S,Micropholis guyanensis ,Sapotaceae,N,F,I,1.5,8.583333333,17,1,Andresen 2001
Sapajus apella,NT,S,Ficus insipida,Moraceae,N,F,I,119.3548387,1.4,24.02061856,2,Aquino 2004
Sapajus apella,NT,S,Virola michelii,Myristicaceae,N,F,D,1,14.20133333,16.664,3,Boissier 2014
Sapajus apella,NT,S,Virola kwatae,Myristicaceae,N,F,D,1,18.2,39.06666667,3,Boissier 2014
Sapajus apella,NT,S,Attalea phalerata,Arecaceae,N,D,I,3.5,7.111111111,31.68283582,4,Choo 2010
Sapajus apella,NT,S,Astrocaryum murumuru,Arecaceae,N,F,I,NA,25,41,4,Choo 2010
Sapajus apella,NT,S,Astrocaryum murumuru,Arecaceae,N,F,I,NA,25,41,5,Cintra 1997
Sapajus apella,NT,S,Ficus insipida,Moraceae,N,F,I,119.3548387,1.4,24.02061856,6,Izar 1999
Sapajus apella,NT,S,Philodendron eximium,Araceae,N,F,I,26,0.1,1,6,Izar 1999
Sapajus apella,NT,S,Philodendron appendiculatum,Araceae,N,F,I,NA,0.53,2.5,6,Izar 1999
Sapajus apella,NT,S,Schlegelia ramizii,Schlegeliaceae,N,F,I,45,1.044444444,8,6,Izar 1999
Sapajus apella,NT,S,Cecropia glaziovi,Urticaceae,N,F,I,NA,1.1,NA,6,Izar 1999
Sapajus apella,NT,S,Philodendron obliquifolium,Araceae,N,F,I,NA,1.335714286,28.3,6,Izar 1999
Sapajus apella,NT,S,Philodendron corcovadense,Araceae,N,F,I,1,1.813333333,6,6,Izar 1999
Sapajus apella,NT,S,Hyeronima alchorneoides,Euphorbiaceae,N,F,I,1,2,4.410810811,6,Izar 1999
Sapajus apella,NT,S,Psychotria mapourioides,Rubiaceae,N,F,I,2,2,5,6,Izar 1999
Sapajus apella,NT,S,Clusia parviflora,Clusiaceae,N,F,D,5,2,5,6,Izar 1999
Sapajus apella,NT,S,Musa velutina,Musaceae,I,F,I,80,2.5,29,6,Izar 1999
Sapajus apella,NT,S,Psychotria suterella,Rubiaceae,N,F,I,2,2.658823529,11,6,Izar 1999
Sapajus apella,NT,S,Monstera adansonii,Araceae,N,F,I,1,5,7.714285714,6,Izar 1999
Sapajus apella,NT,S,Chrysophyllum viride,Sapotaceae,N,F,I,3,5,20,6,Izar 1999
Sapajus apella,NT,S,Rollinia sericea,Annonaceae,N,F,I,NA,5,33,6,Izar 1999
Sapajus apella,NT,S,Sloanea guianensis,Elaeocarpaceae,N,D,D,1,5.981081081,7.857142857,6,Izar 1999
Sapajus apella,NT,S,Heteropsis oblongifolia,Araceae,N,F,I,3.925925926,6.137931034,13.88888889,6,Izar 1999
Sapajus apella,NT,S,Inga semialata,Leguminosae,N,F,I,10.22727273,7.352272727,12.5,6,Izar 1999
Sapajus apella,NT,S,Campomanesia neriiflora,Myrtaceae,N,F,I,9,9,31,6,Izar 1999
Sapajus apella,NT,S,Abuta selloana ,Menispermaceae,N,F,I,1,11,17,6,Izar 1999
Sapajus apella,NT,S,Heisteria silvianii,Olacaceae,N,F,I,1,12,10,6,Izar 1999
Sapajus apella,NT,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,6,Izar 1999
Sapajus apella,NT,S,Cryptocarya moschata,Lauraceae,N,F,I,1,15,20,6,Izar 1999
Sapajus apella,NT,S,Virola bicuhyba,Myristicaceae,N,F,D,1,15,15.74074074,6,Izar 1999
Sapajus apella,NT,S,Hymenaea altissima,Fabaceae,N,F,I,4.428571429,17.85869565,49.43243243,6,Izar 1999
Sapajus apella,NT,S,Endlicheria paniculata,Lauraceae,N,F,I,1,NA,10,6,Izar 1999
Sapajus apella,NT,S,Pourouma guianensis,Urticaceae,N,F,I,1,NA,17.07407407,6,Izar 1999
Sapajus apella,NT,S,Anthurium harrisii,Araceae,N,F,I,2,NA,NA,6,Izar 1999
Sapajus apella,NT,S,Anthurium crassinervium,Araceae,N,F,I,NA,NA,3.8,6,Izar 1999
Sapajus apella,NT,S,Marcgravia polyantha,Marcgraviaceae,N,F,D,NA,NA,15,6,Izar 1999
Sapajus apella,NT,S,Philodendron crassinervium,Araceae,N,F,I,NA,NA,9,6,Izar 1999
Sapajus apella,NT,S,Ficus gomelleira,Moraceae,N,F,I,100,1.208333333,19.28571429,6,Izar 1999
Sapajus apella,NT,S,Posoqueria latifolia,Rubiaceae,N,F,I,1.625,10.97948718,35.74074074,6,Izar 1999
Sapajus apella,NT,S,Strychnos erichsonii,Loganiaceae,N,F,I,5.3,14,28,7,Julien-Laferriere 1999
Sapajus apella,NT,S,Copaifera langsdorfii,Fabaceae,N,D,D,1,8.925925926,14.91428571,8,Manoel 2012
Sapajus apella,NT,S,Ficus gomelleira,Moraceae,N,F,I,100,1.208333333,19.28571429,9,Moura 2007
Sapajus apella,NT,S,Cecropia cinerea,Urticaceae,N,F,I,196.6,1.045866667,11.30980392,9,Moura 2007
Sapajus apella,NT,S,Prockia crucis,Salicaceae,N,F,I,5,2,6.95825,9,Moura 2007
Sapajus apella,NT,S,Bromelia plumieri,Bromeliaceae,N,F,I,69.2,3.483870968,16.46875,9,Moura 2007
Sapajus apella,NT,S,Byrsonima gardneriana,Malpighiaceae,N,F,I,1,5,7.3,9,Moura 2007
Sapajus apella,NT,S,Eugenia punicifolia,Myrtaceae,N,F,I,1,6,6.7,9,Moura 2007
Sapajus apella,NT,S,Ziziphus joazeiro,Rhamnaceae,N,F,I,1,7,NA,9,Moura 2007
Sapajus apella,NT,S,Brosimum alicastrum,Moraceae,N,F,I,1,9.730769231,21.16666667,9,Moura 2007
Sapajus apella,NT,S,Pouteria bapeba,Sapotaceae,N,F,I,1.5,13,31.1,9,Moura 2007
Sapajus apella,NT,S,Copaifera langsdorfii,Fabaceae,N,D,D,1,8.925925926,14.91428571,9,Moura 2007
Sapajus apella,NT,S,Miconia ternatifolia,Melastomataceae,N,F,I,NA,0.8,NA,10,Obregón 2007
Sapajus apella,NT,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,10,Obregón 2007
Sapajus apella,NT,S,Rollinia edulis,Annonaceae,N,F,I,17.5,4.256973684,21.3,10,Obregón 2007
Sapajus apella,NT,S,Doliocarpus multiflorus,Dilleniaceae,N,F,D,1.916666667,4.642857143,11,10,Obregón 2007
Sapajus apella,NT,S,Guatteria ferruginea,Annonaceae,N,F,I,NA,4.64516129,5.5,10,Obregón 2007
Sapajus apella,NT,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,10,Obregón 2007
Sapajus apella,NT,S,Protium heptaphyllum,Burseraceae,N,F,D,NA,6.4,15.4,10,Obregón 2007
Sapajus apella,NT,S,Cordia nodosa,Boraginaceae,N,F,I,1,7.124324324,15.91428571,10,Obregón 2007
Sapajus apella,NT,S,Norantea guianensis,Marcgraviaceae,N,F,D,1,7.138888889,16.16666667,10,Obregón 2007
Sapajus apella,NT,S,Trattinnickia aspera,Burseraceae,N,F,D,NA,9,9.14586364,10,Obregón 2007
Sapajus apella,NT,S,Manilkara bidentata,Sapotaceae,N,F,I,1.09907407,13.0869198,31.6285714,11,Ratiarison 2011
Sapajus apella,NT,S,Inga thibaudiana,Leguminosae,N,F,I,16.03174603,4.8,18.75,12,Regan 2001
Sapajus apella,NT,S,Brosimum guianensis,Moraceae,N,F,I,1.833333333,6.5,15.6125,12,Regan 2001
Sapajus apella,NT,S,Parahancornia fasciculata,Apocynaceae,N,F,I,NA,6.6,31.75,12,Regan 2001
Sapajus apella,NT,S,Micropholis obscura,Sapotaceae,N,F,I,1,7.1,16.5,12,Regan 2001
Sapajus apella,NT,S,Pouteria torta,Sapotaceae,N,F,I,2.768421053,7.380952381,36.71875,12,Regan 2001
Sapajus apella,NT,S,Pouteria guianensis,Sapotaceae,N,F,I,2.941176471,7.727272727,36.47058824,12,Regan 2001
Sapajus apella,NT,S,Pourouma tomentosa,Urticaceae,N,F,I,1,8.38,11.28,12,Regan 2001
Sapajus apella,NT,S,Tetragastris panamensis,Burseraceae,N,F,D,5.5,8.4,36.45,12,Regan 2001
Sapajus apella,NT,S,Leonia glycycarpa,Violaceae,N,F,I,19.61363636,8.761363636,52.5,12,Regan 2001
Sapajus apella,NT,S,Inga gracilifolia,Leguminosae,N,F,I,NA,8.9,18.4,12,Regan 2001
Sapajus apella,NT,S,Inga rubiginosa,Leguminosae,N,F,I,NA,9,37.9,12,Regan 2001
Sapajus apella,NT,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,12,Regan 2001
Sapajus apella,NT,S,Inga pezizifera,Leguminosae,N,F,I,7,10,44.9,12,Regan 2001
Sapajus apella,NT,S,Inga leiocalycina,Leguminosae,N,F,I,9.5,10.58947368,21.25,12,Regan 2001
Sapajus apella,NT,S,Chrysophyllum lucentifolium,Sapotaceae,N,F,I,4.01,12.05714286,57,12,Regan 2001
Sapajus apella,NT,S,Moutabea guianensis,Polygalaceae,N,F,I,NA,17.9,13,12,Regan 2001
Sapajus apella,NT,S,Ludovia lancifolia,Cyclanthaceae,N,D,I,NA,NA,NA,12,Regan 2001
Sapajus apella,NT,S,Dendrobangia boliviana,Metteniusaceae,N,F,I,1,NA,10,12,Regan 2001
Sapajus apella,NT,S,Pouteria ambelaniifolia,Sapotaceae,N,F,I,1.5,NA,21.626,12,Regan 2001
Sapajus apella,NT,S,Ambelania acida,Apocynaceae,N,F,I,NA,NA,32.5,12,Regan 2001
Sapajus apella,NT,S,Bagassa guianensis,Moraceae,N,F,I,NA,NA,19.16666667,12,Regan 2001
Sapajus apella,NT,S,Duroia eriopila,Rubiaceae,N,F,I,NA,NA,NA,12,Regan 2001
Sapajus apella,NT,S,Inga huberi,Leguminosae,N,F,I,NA,NA,40,12,Regan 2001
Sapajus apella,NT,S,Lacmellea aculeata,Apocynaceae,N,F,I,NA,NA,9.3605,12,Regan 2001
Sapajus apella,NT,S,Micropholis cayennensis,Sapotaceae,N,F,I,NA,NA,NA,12,Regan 2001
Sapajus apella,NT,S,Posoqueria latifolia,Rubiaceae,N,F,I,1.625,10.97948718,35.74074074,12,Regan 2001
Sapajus apella,NT,S,Manilkara bidentata,Sapotaceae,N,F,I,1.099074074,13.08691983,31.62857143,12,Regan 2001
Sapajus apella,NT,S,Ecclinusa ramiflora,Sapotaceae,N,F,I,NA,11.2,57.7,12,Regan 2001
Sapajus apella,NT,S,Ecclinusa ramiflora,Sapotaceae,N,F,I,NA,11.2,57.7,13,Roosmalen 2000
Sapajus apella,NT,S,Micropholis caudata,Sapotaceae,N,F,I,1,11,19.5,13,Roosmalen 2000
Sapajus apella,NT,S,Manilkara bidentata,Sapotaceae,N,F,I,1.099074074,13.08691983,31.62857143,14,Sales 2020
Sapajus apella,NT,S,Ziziphus cinnamomum,Rhamnaceae,N,F,I,1,12.8,15.6,15,Zhang 1995
Tapirus terrestris,T,L,Xyris jupicai,Xyridaceae,N,D,D,NA,0.3,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Homolepis aturensis,Poaceae,N,D,I,NA,0.4375,1.3,1,Barcelos 2013
Tapirus terrestris,T,L,Miconia poeppigii,Melastomataceae,N,F,I,NA,0.545,3.1,1,Barcelos 2013
Tapirus terrestris,T,L,Miconia cuspidata,Melastomataceae,N,F,I,40.74,0.587562189,3.277227723,1,Barcelos 2013
Tapirus terrestris,T,L,Ficus clusiifolia,Moraceae,I,F,I,NA,0.7,5,1,Barcelos 2013
Tapirus terrestris,T,L,Piper aduncum ,Piperaceae,N,F,I,1,0.746969697,3.25,1,Barcelos 2013
Tapirus terrestris,T,L,Fimbristylis dichotoma,Cyperaceae,I,D,I,NA,0.770909091,27.1,1,Barcelos 2013
Tapirus terrestris,T,L,Acalypha alopecuroidea,Euphorbiaceae,N,D,D,2,0.9,1.05,1,Barcelos 2013
Tapirus terrestris,T,L,Turnera ulmifolia,Turneraceae,I,D,D,56,1.041666667,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Ficus gomelleira,Moraceae,N,F,I,100,1.208333333,19.28571429,1,Barcelos 2013
Tapirus terrestris,T,L,Borreria latifolia,Rubiaceae,I,D,D,NA,1.25,2.875,1,Barcelos 2013
Tapirus terrestris,T,L,Paspalum conjugatum,Poaceae,N,D,I,1,1.4,1.5,1,Barcelos 2013
Tapirus terrestris,T,L,Scleria melaleuca,Cyperaceae,N,D,I,NA,1.795,1.914285714,1,Barcelos 2013
Tapirus terrestris,T,L,Ananas ananassoides,Bromeliaceae,N,F,I,4.34,2.258064516,68.68,1,Barcelos 2013
Tapirus terrestris,T,L,Guatteria olivacea,Annonaceae,N,F,I,1,4.925,8,1,Barcelos 2013
Tapirus terrestris,T,L,Astrocaryum aculeatum,Arecaceae,N,F,I,NA,6.233333333,45,1,Barcelos 2013
Tapirus terrestris,T,L,Stryphnodendron guianense,Fabaceae,N,D,I,10,6.6,10,1,Barcelos 2013
Tapirus terrestris,T,L,Crepidospermum rhoifolium,Burseraceae,N,F,D,1.428571429,7.242857143,14.2,1,Barcelos 2013
Tapirus terrestris,T,L,Gleasonia uaupensis,Rubiaceae,N,F,I,2,8,14,1,Barcelos 2013
Tapirus terrestris,T,L,Rheedia macrophylla,Clusiaceae,N,F,I,2.943171296,12.15357143,63.29333333,1,Barcelos 2013
Tapirus terrestris,T,L,Astrocaryum jauari,Arecaceae,N,F,I,NA,25,27.74875622,1,Barcelos 2013
Tapirus terrestris,T,L,Lepidagathis alopecuroidea,Acanthaceae,N,D,D,4,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Barcella odora,Arecaceae,N,D,I,NA,NA,25,1,Barcelos 2013
Tapirus terrestris,T,L,Cyperus diffusus,Cyperaceae,I,D,I,NA,NA,0.59,1,Barcelos 2013
Tapirus terrestris,T,L,Cyperus distans,Cyperaceae,N,D,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Panicum laxum,Poaceae,N,D,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Rhynchospora pubera,Cyperaceae,N,D,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Steirachne diandra,Poaceae,N,D,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Clidemia hirta,Melastomataceae,N,F,I,405.8064516,NA,3,1,Barcelos 2013
Tapirus terrestris,T,L,Aciotis aequatorialis,Melastomataceae,N,F,D,NA,NA,2.65,1,Barcelos 2013
Tapirus terrestris,T,L,Cecropia purpurascens,Urticaceae,N,F,I,NA,NA,5.933333333,1,Barcelos 2013
Tapirus terrestris,T,L,Clidemia bullosa,Melastomataceae,N,F,I,NA,NA,3.828888889,1,Barcelos 2013
Tapirus terrestris,T,L,Comolia veronicaefolia,Melastomataceae,N,F,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Couma utilis,Apocynaceae,N,F,I,NA,NA,18.19,1,Barcelos 2013
Tapirus terrestris,T,L,Emmotum acuminatum,Metteniusaceae,N,F,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Ficus krukovii,Moraceae,N,F,I,NA,NA,NA,1,Barcelos 2013
Tapirus terrestris,T,L,Ficus matiziana,Moraceae,N,F,I,NA,NA,11.634,1,Barcelos 2013
