mammal,threatened_status,body_size,plant_species,family,native_introduced,fleshy_dry,dehiscent_indehiscent,number_s_per_f,s_width,f_width,citation_number,citations
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,2,Dew 2001
Lagothrix lagothricha,T,S,Spondias mombin,Anacardiaceae,N,F,I,1.357142857,16.35714286,25,2,Dew 2001
Lagothrix lagothricha,T,S,Clarisia racemosa,Moraceae,N,F,I,1,12.71538462,16.58333333,2,Dew 2001
Lagothrix lagothricha,T,S,Bellucia grossularioides,Melastomataceae,N,F,I,NA,0.741666667,14.16666667,3,Echeverry 2020
Lagothrix lagothricha,T,S,Xylopia polyantha,Annonaceae,N,D,I,2,5.308961039,NA,3,Echeverry 2020
Lagothrix lagothricha,T,S,Protium heptaphyllum,Burseraceae,N,F,D,NA,6.4,15.4,3,Echeverry 2020
Lagothrix lagothricha,T,S,Protium rhoifolium,Burseraceae,N,F,D,1.5,7.85,20,3,Echeverry 2020
Lagothrix lagothricha,T,S,Dipteryx micrantha,Fabaceae,N,F,I,1,29.2962963,29.39215685,3,Echeverry 2020
Lagothrix lagothricha,T,S,Souroubea guianensis,Marcgraviaceae,N,F,D,NA,NA,NA,3,Echeverry 2020
Lagothrix lagothricha,T,S,Couma macrocarpa,Apocynaceae,N,F,I,11.35483871,8.747368421,63.33333333,3,Echeverry 2020
Lagothrix lagothricha,T,S,Byrsonima crispa,Malpighiaceae,N,F,I,1,8.05,11,3,Echeverry 2020
Lagothrix lagothricha,T,S,Virola elongata,Myristicaceae,N,F,D,1,5.173684211,11.65,3,Echeverry 2020
Lagothrix lagothricha,T,S,Sarcaulus brasiliensis ,Sapotaceae,N,F,I,1,9.888888889,20,3,Echeverry 2020
Lagothrix lagothricha,T,S,Hyeronima alchorneoides,Phyllanthaceae,N,F,I,1,2,4.410810811,3,Echeverry 2020
Lagothrix lagothricha,T,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,3,Echeverry 2020
Lagothrix lagothricha,T,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,3,Echeverry 2020
Lagothrix lagothricha,T,S,Jacaratia digitata,Caricaceae,N,F,I,206,3.75,45,3,Echeverry 2020
Lagothrix lagothricha,T,S,Protium glabrescens,Burseraceae,N,F,D,1.217438272,6.361111111,12,3,Echeverry 2020
Lagothrix lagothricha,T,S,Pseudolmedia laevis ,Moraceae,N,F,I,1,5.398780488,9.642857143,3,Echeverry 2020
Lagothrix lagothricha,T,S,Clarisia racemosa,Moraceae,N,F,I,1,12.71538462,16.58333333,3,Echeverry 2020
Lagothrix lagothricha,T,S,Paullinia obovata,Sapindaceae,N,F,D,2.704166668,7.541666667,30.68181818,4,Gonzales 2014
Lagothrix lagothricha,T,S,Couma macrocarpa,Apocynaceae,N,F,I,11.35483871,8.747368421,63.33333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Hebepetalum humiriifolium,Linaceae,N,F,I,5,0.75,6.25,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Hieronyma oblonga,Phyllanthaceae,I,F,I,1,2.85,4,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pseudolmedia rigida,Moraceae,N,F,I,NA,3.5,5.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Chrysophyllum amazonicum,Sapotaceae,N,F,I,NA,4,20.1,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Touroulia amazonica,Ochnaceae,N,F,I,NA,4,17,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Naucleopsis ulei,Moraceae,N,F,I,NA,4.468421053,37.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Odontocarya tripetala,Menispermaceae,N,F,I,1,5.55,6.458333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Theobroma obovatum,Malvaceae,N,F,I,14.5,5.815571429,44.55,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Moutabea aculeata,Polygalaceae,N,F,I,NA,6.05,39.7,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Tontelea mauritioides,Hippocrateaceae,N,F,I,4,7,13.70008696,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Guatteria insculpta,Annonaceae,N,F,I,NA,7,8.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pouteria guianensis,Sapotaceae,N,F,I,2.941176471,7.727272727,36.47058824,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Maripa janusiana,Convolvulaceae,N,F,I,1,8,12.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Protium apiculatum,Burseraceae,N,F,D,NA,8,21.45,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Dialium gianense,Fabaceae,N,D,I,1.083333333,8.1875,11.044,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Virola sebifera,Myristicaceae,N,F,D,1,8.333333333,13,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Odontocarya petiolaris,Menispermaceae,N,F,I,NA,8.55,14,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Inga tenuistipula,Leguminosae,N,F,I,15,9.4,28.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Guatteria decurrens,Annonaceae,N,F,I,NA,9.5,9.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Garcinia madruno,Clusiaceae,N,F,I,2,9.9,33.633,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pouteria campanulata,Sapotaceae,N,F,I,1,9.945,21.00166667,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Strychnos panurensis,Loganiaceae,N,D,D,1.833333333,9.95,12.94,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Buchenavia grandis,Combretaceae,N,F,I,1,11.18214286,18,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Strychnos amazonica,Loganiaceae,N,F,I,NA,11.25,18.45833333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Talisia obovata,Sapindaceae,N,F,I,1,11.3015,10.37675,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Minquartia guianensis,Olacaceae,N,F,I,NA,12,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Cheiloclinium hippocrateoides,Celastraceae,N,F,D,3,12.26666667,21.43333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Dicranostyles ampla,Convolvulaceae,N,D,I,1,12.5,14.33333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Peritassa laevigata,Celastraceae,N,F,D,3,13,31.005,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Parkia multijuga,Fabaceae,N,D,I,21,13.6,110,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Virola pavonis,Myristicaceae,N,F,D,1,14.03025,19,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Guarea glabra,Meliaceae,N,D,D,NA,15,20,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pacouria guianensis,Apocynaceae,N,F,I,5,15.7,110,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Maquira calophylla,Moraceae,N,F,I,NA,16.7,50,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Tontelea attenuata,Hippocrateaceae,N,F,I,3.5,18.3,32.1125,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pouteria laevigata,Sapotaceae,N,F,I,4,21.78695652,35.608,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Dicranostyles holostyla,Convolvulaceae,N,D,I,NA,NA,14.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Mendoncia glomerata,Acanthaceae,N,D,D,NA,NA,6.011111111,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Mendoncia pedunculata,Acanthaceae,N,D,D,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Coccoloba excelsa,Polygonaceae,N,F,I,1,NA,6.416666667,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Iryanthera crassifolia,Myristicaceae,N,F,D,1,NA,19.95,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pourouma guianensis,Urticaceae,N,F,I,1,NA,17.07407407,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pouteria aubrevillei,Sapotaceae,N,F,I,1,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pouteria vernicosa,Sapotaceae,N,F,I,1,NA,32.351,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Roucheria schomburgkii,Linaceae,N,F,I,1,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Salacia elliptica,Celastraceae,N,F,D,2,NA,42.76470588,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Phyllanthus attenuatus,Phyllanthaceae,N,F,I,4,NA,4.168272727,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Alibertia edulis,Rubiaceae,N,F,I,35,NA,30,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Buchenavia amazonia,Combretaceae,N,F,I,NA,NA,9.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Buchenavia parvifolia,Combretaceae,N,F,I,NA,NA,10.75,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Byrsonima arthropoda,Malpighiaceae,N,F,I,NA,NA,10.31666667,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Byrsonima cowanii,Malpighiaceae,N,F,I,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Calyptranthes multiflora,Myrtaceae,N,F,I,NA,NA,6.266666667,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Crepidospermum prancei,Burseraceae,N,F,D,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Curarea toxicofera,Menispermaceae,N,F,I,NA,NA,12,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Guatteria foliosa,Annonaceae,N,F,I,NA,NA,9,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Heisteria duckei,Olacaceae,N,F,I,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Lacmellea ramosissima,Apocynaceae,N,F,I,NA,NA,9.4934,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Micropholis venulosa,Sapotaceae,N,F,I,NA,NA,11.06666667,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Neea robusta,Nyctaginaceae,N,F,I,NA,NA,10,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Odontocarya emarginata,Menispermaceae,N,F,I,NA,NA,13.6,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pleurisanthes emarginata,Icacinaceae,N,F,I,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Protium amazonicum,Burseraceae,N,F,D,NA,NA,12.73333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Protium ferrugineum,Burseraceae,N,F,D,NA,NA,15.26833333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Protium llanorum,Burseraceae,N,F,D,NA,NA,11.05,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Protium opacum,Burseraceae,N,F,D,NA,NA,15.02,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Roucheria columbiana,Linaceae,N,F,I,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Solanum barbeyanum,Solanaceae,N,F,I,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Sorocea pubivena,Moraceae,N,F,I,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Souroubea bicolor,Marcgraviaceae,N,F,D,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Telitoxicum krukovii,Menispermaceae,N,F,I,NA,NA,NA,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Telitoxicum minutiflorum,Menispermaceae,N,F,I,NA,NA,17,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Virola duckei,Myristicaceae,N,F,D,NA,NA,20,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Vismia macrophylla,Hypericaceae,N,F,I,NA,NA,7.522222222,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Batocarpus orinocensis,Moraceae,N,F,I,20,9.107142857,45.85,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Virola elongata,Myristicaceae,N,F,D,1,5.173684211,11.65,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Inga thibaudiana,Leguminosae,N,F,I,16.03174603,4.8,18.75,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Eugenia florida,Myrtaceae,N,F,I,1.5,5,3.9,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Tapirira guianensis,Anacardiaceae,N,F,I,1,5.171428571,7.916666667,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Inga marginata,Leguminosae,N,F,I,10.22727273,7.352272727,12.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pouteria cuspidata,Sapotaceae,N,F,I,1.071428571,10.62,20.53333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Perebea xanthochyma,Moraceae,N,F,I,2.571428571,5.164285714,13.72142857,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Hyeronima alchorneoides,Phyllanthaceae,N,F,I,1,2,4.410810811,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Helicostylis tomentosa,Moraceae,N,F,I,12.13712121,6.125,25,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Hymenaea oblongifolia,Fabaceae,N,F,I,1.290909091,11,25.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Inga acreana,Leguminosae,N,F,I,7.872727273,7.795454545,25,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Brosimum lactescens,Moraceae,N,F,I,1.45530303,8.924528302,15,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Crepidospermum rhoifolium,Burseraceae,N,F,D,1.428571429,7.242857143,14.2,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Theobroma subincanum,Malvaceae,N,F,I,29.58333333,14.83333333,80.83333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Pouteria reticulata,Sapotaceae,N,F,I,1.92,10.67045455,13.5,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Iriartea deltoidea,Arecaceae,N,D,I,1,23.38114754,32.25,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Clarisia racemosa,Moraceae,N,F,I,1,12.71538462,16.58333333,4,Gonzalez 2014
Lagothrix lagothricha,T,S,Rollinia dolichopetala,Annonaceae,N,F,I,NA,3.7488,21.25,5,Ramirez 2013
Lagothrix lagothricha,T,S,Cecropia angustifolia,Urticaceae,N,F,I,1086,0.796,9.225,5,Ramirez 2013
Lagothrix lagothricha,T,S,Hedyosmum cuatrecazanum,Chloranthaceae,N,F,I,5,2.75,8.183333333,5,Ramirez 2013
Lagothrix lagothricha,T,S,Cissus trianae,Vitaceae,N,F,I,3,4.3,4.405660377,5,Ramirez 2013
Lagothrix lagothricha,T,S,Sapium stylare,Euphorbiaceae,N,D,D,3,5,10.89075,5,Ramirez 2013
Lagothrix lagothricha,T,S,Anomospermum reticulatum,Menispermaceae,N,F,I,NA,22.5,11.15,5,Ramirez 2013
Lagothrix lagothricha,T,S,Vismia mandur,Hypericaceae,N,F,I,74,NA,9.533333333,5,Ramirez 2013
Lagothrix lagothricha,T,S,Saurauia brachybotrys,Actinidiaceae,N,F,I,152,NA,8.825,5,Ramirez 2013
Lagothrix lagothricha,T,S,Cecropia telenitida,Urticaceae,N,F,I,NA,NA,14.16,5,Ramirez 2013
Lagothrix lagothricha,T,S,Ficus lehmannii,Moraceae,N,F,I,NA,NA,5.263,5,Ramirez 2013
Lagothrix lagothricha,T,S,Guettarda hirsuta,Rubiaceae,N,F,I,NA,NA,4.5,5,Ramirez 2013
Lagothrix lagothricha,T,S,Hyeronima huilense,Euphorbiaceae,N,F,I,NA,NA,NA,5,Ramirez 2013
Lagothrix lagothricha,T,S,Morus insignis,Moraceae,N,F,I,NA,NA,2.5,5,Ramirez 2013
Lagothrix lagothricha,T,S,Casearia macrocarpa,Salicaceae,I,F,D,4,4.809090909,15.16,5,Ramirez 2013
Lagothrix lagothricha,T,S,Cecropia angustifolia,Urticaceae,N,F,I,1086,0.796,9.225,6,Ramirez 2014
Lagothrix lagothricha,T,S,Hedyosmum cuatrecazanum,Chloranthaceae,N,F,I,5,2.75,8.183333333,6,Ramirez 2014
Lagothrix lagothricha,T,S,Cissus trianae,Vitaceae,N,F,I,3,4.3,4.405660377,6,Ramirez 2014
Lagothrix lagothricha,T,S,Sapium stylare,Euphorbiaceae,N,D,D,3,5,10.89075,6,Ramirez 2014
Lagothrix lagothricha,T,S,Anomospermum reticulatum,Menispermaceae,N,F,I,NA,22.5,11.15,6,Ramirez 2014
Lagothrix lagothricha,T,S,Vismia mandur,Hypericaceae,N,F,I,74,NA,9.533333333,6,Ramirez 2014
Lagothrix lagothricha,T,S,Saurauia brachybotrys,Actinidiaceae,N,F,I,152,NA,8.825,6,Ramirez 2014
Lagothrix lagothricha,T,S,Cecropia telenitida,Urticaceae,N,F,I,NA,NA,14.16,6,Ramirez 2014
Lagothrix lagothricha,T,S,Ficus lehmannii,Moraceae,N,F,I,NA,NA,5.263,6,Ramirez 2014
Lagothrix lagothricha,T,S,Guettarda hirsuta,Rubiaceae,N,F,I,NA,NA,4.5,6,Ramirez 2014
Lagothrix lagothricha,T,S,Hyeronima huilense,Euphorbiaceae,N,F,I,NA,NA,NA,6,Ramirez 2014
Lagothrix lagothricha,T,S,Morus insignis,Moraceae,N,F,I,NA,NA,2.5,6,Ramirez 2014
Lagothrix lagothricha,T,S,Cecropia mutisiana,Urticaceae,N,F,I,NA,NA,2.618918919,6,Ramirez 2014
Lagothrix lagothricha,T,S,Ficus mutisii,Moraceae,N,F,I,NA,NA,8.81725,6,Ramirez 2014
Lagothrix lagothricha,T,S,Casearia macrocarpa,Salicaceae,I,F,D,4,4.809090909,15.16,6,Ramirez 2014
Lagothrix lagothricha,T,S,Batocarpus orinocensis,Moraceae,N,F,I,20,9.107142857,45.85,7,Stevenson 1997
Lagothrix lagothricha,T,S,Clitoria javitensis,Fabaceae,N,D,I,15,9.45,23.3,7,Stevenson 1997
Lagothrix lagothricha,T,S,Enterolobium cyclocarpum,Fabaceae,N,D,I,13,15,91.8,7,Stevenson 1997
Lagothrix lagothricha,T,S,Cissus sicyoides ,Vitaceae,N,F,I,1,3.5,3.936842105,7,Stevenson 1997
Lagothrix lagothricha,T,S,Mendoncia odorata,Acanthaceae,N,D,D,1,8.075,13.5,7,Stevenson 1997
Lagothrix lagothricha,T,S,Cissus microcarpa,Vitaceae,N,F,I,NA,NA,7,7,Stevenson 1997
Lagothrix lagothricha,T,S,Hyeronima alchorneoides,Phyllanthaceae,N,F,I,1,2,4.410810811,7,Stevenson 1997
Lagothrix lagothricha,T,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,7,Stevenson 1997
Lagothrix lagothricha,T,S,Helicostylis tomentosa,Moraceae,N,F,I,12.13712121,6.125,25,7,Stevenson 1997
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,7,Stevenson 1997
Lagothrix lagothricha,T,S,Cecropia sciadophylla,Urticaceae,N,F,I,1950,1.157142857,15,7,Stevenson 1997
Lagothrix lagothricha,T,S,Protium glabrescens,Burseraceae,N,F,D,1.217438272,6.361111111,12,7,Stevenson 1997
Lagothrix lagothricha,T,S,Pseudolmedia laevigata,Moraceae,N,F,I,1,5.389583333,10.3,7,Stevenson 1997
Lagothrix lagothricha,T,S,Inga cylindrica,Leguminosae,N,F,I,8,7.65,18.1111111,7,Stevenson 1997
Lagothrix lagothricha,T,S,Pourouma minor,Urticaceae,N,F,I,1,9.921875,14.16666667,7,Stevenson 1997
Lagothrix lagothricha,T,S,Protium crenatum,Burseraceae,N,F,D,1.433333333,8.727272727,20,8,Stevenson 2000
Lagothrix lagothricha,T,S,Leonia glycycarpa,Violaceae,N,F,I,19.61363636,8.761363636,52.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Cissus sicyoides ,Vitaceae,N,F,I,1,3.5,3.936842105,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus pertusa,Moraceae,N,F,I,53.83647505,0.75,9.381818182,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus usiacurina,Moraceae,N,F,I,1104,0.98,24,8,Stevenson 2000
Lagothrix lagothricha,T,S,Souroubea sympetala ,Marcgraviaceae,N,F,D,19.3111111,1.65,18,8,Stevenson 2000
Lagothrix lagothricha,T,S,Coussapoa villosa,Urticaceae,N,F,I,160,1.9,24.2,8,Stevenson 2000
Lagothrix lagothricha,T,S,Trichostigma octandra,Phytolaccaceae,N,F,I,1,3.3,6,8,Stevenson 2000
Lagothrix lagothricha,T,S,Dendropanax caucanus,Araliaceae,N,F,I,4.344444445,4.05,10,8,Stevenson 2000
Lagothrix lagothricha,T,S,Passiflora involucrata,Passifloraceae,N,F,I,285,4.5,45,8,Stevenson 2000
Lagothrix lagothricha,T,S,Guatteria punctata,Annonaceae,N,F,I,1,4.925,8,8,Stevenson 2000
Lagothrix lagothricha,T,S,Trichilia micrantha ,Meliaceae,N,D,D,1,5,4.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Rollinia mucosa ,Annonaceae,N,F,I,92,5,100,8,Stevenson 2000
Lagothrix lagothricha,T,S,Celtis schippii,Cannabaceae,N,F,I,1,5.15,8.75,8,Stevenson 2000
Lagothrix lagothricha,T,S,Coccoloba mollis,Polygonaceae,N,F,I,1,5.3,12,8,Stevenson 2000
Lagothrix lagothricha,T,S,Maytenus macrocarpa,Celastraceae,N,F,D,NA,5.4,7,8,Stevenson 2000
Lagothrix lagothricha,T,S,Coccoloba coronata,Polygonaceae,N,F,I,1,5.6,7.0375,8,Stevenson 2000
Lagothrix lagothricha,T,S,Heisteria nitida,Olacaceae,N,F,I,1,6,NA,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ocotea cernua,Lauraceae,N,F,I,1,6,7,8,Stevenson 2000
Lagothrix lagothricha,T,S,Cordia bicolor,Boraginaceae,N,F,I,1,7,8.6,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga bonplandiana,Leguminosae,N,F,I,7,7.3,20,8,Stevenson 2000
Lagothrix lagothricha,T,S,Pourouma mollis,Urticaceae,N,F,I,1,7.477272727,11.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Chrysophyllum parvulum,Sapotaceae,N,F,I,1,8.5,10.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Randia hondensis ,Rubiaceae,N,F,I,45,8.9,22.9125,8,Stevenson 2000
Lagothrix lagothricha,T,S,Paullinia capreolata,Sapindaceae,N,F,D,1,9,13.33333333,8,Stevenson 2000
Lagothrix lagothricha,T,S,Brosimum alicastrum,Moraceae,N,F,I,1,9.730769231,21.16666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Abuta grandifolia,Menispermaceae,N,F,I,1,9.990909091,13.09636364,8,Stevenson 2000
Lagothrix lagothricha,T,S,Campomanesia speciosa,Myrtaceae,N,F,I,6.5,10,30.91666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga acrocephala ,Leguminosae,N,F,I,15.6888889,11,40,8,Stevenson 2000
Lagothrix lagothricha,T,S,Rhodostemonodaphne synandra,Lauraceae,N,F,I,1,11.5,17,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ocotea oblonga,Lauraceae,N,F,I,1,11.55,13,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ruizodendron ovale ,Annonaceae,N,F,I,1,11.70833333,16.54166667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Endlicheria sericea,Lauraceae,N,F,I,1,15.5,NA,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga macrophylla ,Leguminosae,N,F,I,18.81132075,17.54761905,34.16666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ocotea tomentosa,Lauraceae,N,F,I,NA,NA,NA,8,Stevenson 2000
Lagothrix lagothricha,T,S,Pereskia aculeata,Cactaceae,N,F,I,2.33333333,6,23.1,8,Stevenson 2000
Lagothrix lagothricha,T,S,Perebea mollis,Moraceae,N,F,I,13.71428571,6.677083333,26.8,8,Stevenson 2000
Lagothrix lagothricha,T,S,Byrsonima crispa,Malpighiaceae,N,F,I,1,8.05,11,8,Stevenson 2000
Lagothrix lagothricha,T,S,Virola elongata,Myristicaceae,N,F,D,1,5.173684211,11.65,8,Stevenson 2000
Lagothrix lagothricha,T,S,Paullinia obovata,Sapindaceae,N,F,D,2.704166668,7.541666667,30.68181818,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga thibaudiana,Leguminosae,N,F,I,16.03174603,4.8,18.75,8,Stevenson 2000
Lagothrix lagothricha,T,S,Eugenia florida,Myrtaceae,N,F,I,1.5,5,3.9,8,Stevenson 2000
Lagothrix lagothricha,T,S,Tapirira guianensis,Anacardiaceae,N,F,I,1,5.171428571,7.916666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga marginata,Leguminosae,N,F,I,10.22727273,7.352272727,12.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Pouteria cuspidata,Sapotaceae,N,F,I,1.071428571,10.62,20.53333333,8,Stevenson 2000
Lagothrix lagothricha,T,S,Perebea xanthochyma,Moraceae,N,F,I,2.571428571,5.164285714,13.72142857,8,Stevenson 2000
Lagothrix lagothricha,T,S,Mendoncia odorata,Acanthaceae,N,D,D,1,8.075,13.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Cissus microcarpa,Vitaceae,N,F,I,NA,NA,7,8,Stevenson 2000
Lagothrix lagothricha,T,S,Protium sagotianum ,Burseraceae,N,F,D,2.13525641,7.56875,26.85,8,Stevenson 2000
Lagothrix lagothricha,T,S,Sarcaulus brasiliensis ,Sapotaceae,N,F,I,1,9.888888889,20,8,Stevenson 2000
Lagothrix lagothricha,T,S,Simarouba amara,Simaroubaceae,N,F,I,1,8.075,10.33,8,Stevenson 2000
Lagothrix lagothricha,T,S,Apeiba aspera,Malvaceae,N,D,D,167,1.627272727,42.33333333,8,Stevenson 2000
Lagothrix lagothricha,T,S,Hyeronima alchorneoides,Phyllanthaceae,N,F,I,1,2,4.410810811,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga alba,Leguminosae,N,F,I,10.171875,6.269886364,12.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Inga edulis,Leguminosae,N,F,I,14.64035088,14.99665179,13.125,8,Stevenson 2000
Lagothrix lagothricha,T,S,Gustavia hexapetala,Lecythidaceae,N,D,D,9.442857143,10,47.5,8,Stevenson 2000
Lagothrix lagothricha,T,S,Castilla ulei,Moraceae,N,F,I,6.242857143,8.5,35.76666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Helicostylis tomentosa,Moraceae,N,F,I,12.13712121,6.125,25,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus insipida,Moraceae,N,F,I,119.3548387,1.4,24.02061856,8,Stevenson 2000
Lagothrix lagothricha,T,S,Pourouma bicolor,Urticaceae,N,F,I,1,7.447916667,11.91666667,8,Stevenson 2000
Lagothrix lagothricha,T,S,Ficus nymphaeifolia,Moraceae,N,F,I,350,1,23,8,Stevenson 2000
